SKU,Status,Current Name,Shape,Classes,Containers,Description
FJT-164,Published,"Permanent Deep-Freeze Labels for Thermal-Transfer Printers - 0.25"" x 1"" #FJT-164",Rectangle,FJT,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Permanent FreezerTAG&trade; - Deep-Freeze Labels for Thermal-Transfer Barcode Printers</h3>\n<br/>\n<ul>\n<li>Ideal for long-term storage in deep-freeze conditions (-80&deg;C)</li>\n<li>No curing time; can be stored in freezers immediately after application</li>\n<li>No additional lamination necessary</li>\n<li>Labels and printout resist spraying with alcohols and other chemicals</li>\n<li>Printable with all major thermal-transfer printer brands</li>\n<li>FDA Compliance: FDA 21 CFR 175.105 for indirect food contact</li>\n<li>RoHS compliant</li>\n</ul>\n<br/>\nDeep-freeze, permanent barcode labels for small diameter vials, microtubes, falcon tubes, cell culture plates, microplates, as well as polypropylene and cardboard freezer boxes. The freezer-grade labels are waterproof and tearproof, can adhere to moist and wet surfaces, and will permanently adhere to containers in (-20&deg;C, -40&deg;C, -80&deg;C) freezers and dry ice without the need for extra lamination. Available in multiple configurations and colors, they are made of a durable thermoplastic film and will resist spraying with alcohols, bleach, detergents, surface cleaning wipes, and other chemicals."
FJT-165,Published,"Permanent Deep-Freeze Labels for Thermal-Transfer Printers - 1"" x 1.75"" #FJT-165",Rectangle,FJT,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Permanent FreezerTAG&trade; - Deep-Freeze Labels for Thermal-Transfer Barcode Printers</h3>\n<br/>\n<ul>\n<li>Ideal for long-term storage in deep-freeze conditions (-80&deg;C)</li>\n<li>No curing time; can be stored in freezers immediately after application</li>\n<li>No additional lamination necessary</li>\n<li>Labels and printout resist spraying with alcohols and other chemicals</li>\n<li>Printable with all major thermal-transfer printer brands</li>\n<li>FDA Compliance: FDA 21 CFR 175.105 for indirect food contact</li>\n<li>RoHS compliant</li>\n</ul>\n<br/>\nDeep-freeze, permanent barcode labels for small diameter vials, microtubes, falcon tubes, cell culture plates, microplates, as well as polypropylene and cardboard freezer boxes. The freezer-grade labels are waterproof and tearproof, can adhere to moist and wet surfaces, and will permanently adhere to containers in (-20&deg;C, -40&deg;C, -80&deg;C) freezers and dry ice without the need for extra lamination. Available in multiple configurations and colors, they are made of a durable thermoplastic film and will resist spraying with alcohols, bleach, detergents, surface cleaning wipes, and other chemicals."
FJT-166,Published,"Permanent Deep-Freeze Labels for Thermal-Transfer Printers - 1"" x 1.75"" #FJT-166",Rectangle,FJT,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Permanent FreezerTAG&#x2122; - Deep-Freeze Labels for Thermal-Transfer Barcode Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>Ideal for long-term storage in deep-freeze conditions (-80°C)</li>
\n 	<li>No curing time; can be stored in freezers immediately after application</li>
\n 	<li>No additional lamination necessary</li>
\n 	<li>Labels and printout resist spraying with alcohols and other chemicals</li>
\n 	<li>Printable with all major thermal-transfer printer brands</li>
\n 	<li>FDA Compliance: FDA 21 CFR 175.105 for indirect food contact</li>
\n 	<li>RoHS compliant</li>
\n</ul>
\nDeep-freeze, permanent barcode labels for small diameter vials, microtubes, falcon tubes, cell culture plates, microplates, as well as polypropylene and cardboard freezer boxes. The freezer-grade labels are waterproof and tearproof, can adhere to moist and wet surfaces, and will permanently adhere to containers in (-20°C, -40°C, -80°C) freezers and dry ice without the need for extra lamination. Available in multiple configurations and colors, they are made of a durable thermoplastic film and will resist spraying with alcohols, bleach, detergents, surface cleaning wipes, and other chemicals."
FJT-168,Published,"Permanent Deep-Freeze Labels for Thermal-Transfer Printers - 1.4"" x 0.5""  #FJT-168",Rectangle,FJT,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Permanent FreezerTAG&trade; - Deep-Freeze Labels for Thermal-Transfer Barcode Printers</h3>\n<br/>\n<ul>\n<li>Ideal for long-term storage in deep-freeze conditions (-80&deg;C)</li>\n<li>No curing time; can be stored in freezers immediately after application</li>\n<li>No additional lamination necessary</li>\n<li>Labels and printout resist spraying with alcohols and other chemicals</li>\n<li>Printable with all major thermal-transfer printer brands</li>\n<li>FDA Compliance: FDA 21 CFR 175.105 for indirect food contact</li>\n<li>RoHS compliant</li>\n</ul>\n<br/>\nDeep-freeze, permanent barcode labels for small diameter vials, microtubes, falcon tubes, cell culture plates, microplates, as well as polypropylene and cardboard freezer boxes. The freezer-grade labels are waterproof and tearproof, can adhere to moist and wet surfaces, and will permanently adhere to containers in (-20&deg;C, -40&deg;C, -80&deg;C) freezers and dry ice without the need for extra lamination. Available in multiple configurations and colors, they are made of a durable thermoplastic film and will resist spraying with alcohols, bleach, detergents, surface cleaning wipes, and other chemicals."
FJT-169,Published,"Permanent Deep-Freeze Labels for Thermal-Transfer Printers - 1.25"" x 0.25"" #FJT-169",Rectangle,FJT,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Permanent FreezerTAG&trade; - Deep-Freeze Labels for Thermal-Transfer Barcode Printers</h3>\n<br/>\n<ul>\n<li>Ideal for long-term storage in deep-freeze conditions (-80&deg;C)</li>\n<li>No curing time; can be stored in freezers immediately after application</li>\n<li>No additional lamination necessary</li>\n<li>Labels and printout resist spraying with alcohols and other chemicals</li>\n<li>Printable with all major thermal-transfer printer brands</li>\n<li>FDA Compliance: FDA 21 CFR 175.105 for indirect food contact</li>\n<li>RoHS compliant</li>\n</ul>\n<br/>\nDeep-freeze, permanent barcode labels for small diameter vials, microtubes, falcon tubes, cell culture plates, microplates, as well as polypropylene and cardboard freezer boxes. The freezer-grade labels are waterproof and tearproof, can adhere to moist and wet surfaces, and will permanently adhere to containers in (-20&deg;C, -40&deg;C, -80&deg;C) freezers and dry ice without the need for extra lamination. Available in multiple configurations and colors, they are made of a durable thermoplastic film and will resist spraying with alcohols, bleach, detergents, surface cleaning wipes, and other chemicals."
FJT-170,Published,"Permanent Deep-Freeze Labels for Thermal-Transfer Printers - 1.125"" x 0.75"" + 0.437"" #FJT-170",Rectangle + Circle,FJT,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Permanent FreezerTAG&trade; - Deep-Freeze Labels for Thermal-Transfer Barcode Printers</h3>\n<br/>\n<ul>\n<li>Ideal for long-term storage in deep-freeze conditions (-80&deg;C)</li>\n<li>No curing time; can be stored in freezers immediately after application</li>\n<li>No additional lamination necessary</li>\n<li>Labels and printout resist spraying with alcohols and other chemicals</li>\n<li>Printable with all major thermal-transfer printer brands</li>\n<li>FDA Compliance: FDA 21 CFR 175.105 for indirect food contact</li>\n<li>RoHS compliant</li>\n</ul>\n<br/>\nDeep-freeze, permanent barcode labels for small diameter vials, microtubes, falcon tubes, cell culture plates, microplates, as well as polypropylene and cardboard freezer boxes. The freezer-grade labels are waterproof and tearproof, can adhere to moist and wet surfaces, and will permanently adhere to containers in (-20&deg;C, -40&deg;C, -80&deg;C) freezers and dry ice without the need for extra lamination. Available in multiple configurations and colors, they are made of a durable thermoplastic film and will resist spraying with alcohols, bleach, detergents, surface cleaning wipes, and other chemicals."
FJT-171,Published,"Permanent Deep-Freeze Labels for Thermal-Transfer Printers - 1.25"" x 0.625"" + 0.4375"" #FJT-171",Rectangle + Circle,FJT,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Permanent FreezerTAG&#x2122; - Deep-Freeze Labels for Thermal-Transfer Barcode Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>Ideal for long-term storage in deep-freeze conditions (-80°C)</li>
\n 	<li>No curing time; can be stored in freezers immediately after application</li>
\n 	<li>No additional lamination necessary</li>
\n 	<li>Labels and printout resist spraying with alcohols and other chemicals</li>
\n 	<li>Printable with all major thermal-transfer printer brands</li>
\n 	<li>FDA Compliance: FDA 21 CFR 175.105 for indirect food contact</li>
\n 	<li>RoHS compliant</li>
\n</ul>
\nDeep-freeze, permanent barcode labels for small diameter vials, microtubes, falcon tubes, cell culture plates, microplates, as well as polypropylene and cardboard freezer boxes. The freezer-grade labels are waterproof and tearproof, can adhere to moist and wet surfaces, and will permanently adhere to containers in (-20°C, -40°C, -80°C) freezers and dry ice without the need for extra lamination. Available in multiple configurations and colors, they are made of a durable thermoplastic film and will resist spraying with alcohols, bleach, detergents, surface cleaning wipes, and other chemicals."
FJT-172,Published,"Permanent Deep-Freeze Labels for Thermal-Transfer Printers  - 1.25"" x 0.625"" + 0.4375"" #FJT-172",Rectangle + Circle,FJT,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Permanent FreezerTAG™ - Deep-Freeze Labels for Thermal-Transfer Barcode Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>Ideal for long-term storage in deep-freeze conditions (-80°C)</li>
\n 	<li>No curing time; can be stored in freezers immediately after application</li>
\n 	<li>No additional lamination necessary</li>
\n 	<li>Labels and printout resist spraying with alcohols and other chemicals</li>
\n 	<li>Printable with all major thermal-transfer printer brands</li>
\n 	<li>FDA Compliance: FDA 21 CFR 175.105 for indirect food contact</li>
\n 	<li>RoHS compliant</li>
\n</ul>
\nDeep-freeze, permanent barcode labels for small diameter vials, microtubes, falcon tubes, cell culture plates, microplates, as well as polypropylene and cardboard freezer boxes. The freezer-grade labels are waterproof and tearproof, can adhere to moist and wet surfaces, and will permanently adhere to containers in (-20°C, -40°C, -80°C) freezers and dry ice without the need for extra lamination. Available in multiple configurations and colors, they are made of a durable thermoplastic film and will resist spraying with alcohols, bleach, detergents, surface cleaning wipes, and other chemicals."
FJT-174,Published,"Permanent Deep-Freeze Labels for Thermal-Transfer Printers - 1"" x 1"" #FJT-174",Rectangle,FJT,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Permanent FreezerTAG&trade; - Deep-Freeze Labels for Thermal-Transfer Barcode Printers</h3>\n<br/>\n<ul>\n<li>Ideal for long-term storage in deep-freeze conditions (-80&deg;C)</li>\n<li>No curing time; can be stored in freezers immediately after application</li>\n<li>No additional lamination necessary</li>\n<li>Labels and printout resist spraying with alcohols and other chemicals</li>\n<li>Printable with all major thermal-transfer printer brands</li>\n<li>FDA Compliance: FDA 21 CFR 175.105 for indirect food contact</li>\n<li>RoHS compliant</li>\n</ul>\n<br/>\nDeep-freeze, permanent barcode labels for small diameter vials, microtubes, falcon tubes, cell culture plates, microplates, as well as polypropylene and cardboard freezer boxes. The freezer-grade labels are waterproof and tearproof, can adhere to moist and wet surfaces, and will permanently adhere to containers in (-20&deg;C, -40&deg;C, -80&deg;C) freezers and dry ice without the need for extra lamination. Available in multiple configurations and colors, they are made of a durable thermoplastic film and will resist spraying with alcohols, bleach, detergents, surface cleaning wipes, and other chemicals."
FJT-176,Published,"Permanent Deep-Freeze Labels for Thermal-Transfer Printers - 0.55"" x 2.75"" #FJT-176NP",Rectangle,FJT,"Tubes & Vials,Cryo Boxes,Syringes","<h3>Permanent FreezerTAG&#x2122; - Deep-Freeze Labels for Thermal-Transfer Barcode Printers</h3>
\n&nbsp;
\n<ul>
\n 	<li>Ideal for long-term storage in deep-freeze conditions (-80°C)</li>
\n 	<li>No curing time; can be stored in freezers immediately after application</li>
\n 	<li>No additional lamination necessary</li>
\n 	<li>Labels and printout resist spraying with alcohols and other chemicals</li>
\n 	<li>Printable with all major thermal-transfer printer brands</li>
\n 	<li>FDA Compliance: FDA 21 CFR 175.105 for indirect food contact</li>
\n 	<li>RoHS compliant</li>
\n</ul>
\nDeep-freeze, permanent barcode labels for small diameter vials, microtubes, falcon tubes, cell culture plates, microplates, as well as polypropylene and cardboard freezer boxes. The freezer-grade labels are waterproof and tearproof, can adhere to moist and wet surfaces, and will permanently adhere to containers in (-20°C, -40°C, -80°C) freezers and dry ice without the need for extra lamination. Available in multiple configurations and colors, they are made of a durable thermoplastic film and will resist spraying with alcohols, bleach, detergents, surface cleaning wipes, and other chemicals."
